artist_name,track_name,release_date,genre,lyrics
black pistol fire,hard luck,2016,blues,cold smoke river shore take breath hardly choke weepin moan like lonesome ghost kerosene soak foot rope cold heart follow line north apple darling know want bite lose mind daddy dime county line shack rope kindly remove heart jaw cold heart follow everwhere line north apple darling know want bite know know know heaven ramble know know know heaven ramble hook line sinker baby lord know need maybe look need save pretty soon push daisies cold heart follow line north apple darling know want bite know know know heaven ramble know know know heaven ramble
allen toussaint,american tune,2016,blues,time mistake time confuse fall forsake certainly misuse alright alright weary bone expect bright bear divine away home away home know soul better friend feel ease know dream shatter drive knees alright alright live long think road travel wonder go wrong help wonder go wrong dream die dream soul unexpectedly look smile assuredly dream fly high eye clearly statue liberty sail away dream fly come ship mayflower come ship sail moon come hat uncertain hours sing american tune alright alright alright forever bless tomorrow gonna work try rest try rest alright alright alright forever bless tomorrows gonna work try rest try rest
tedeschi trucks band,right on time,2016,blues,apologies night conscience wouldn sleep word keep follow miracle come undo complications week lack seek smile come alive share wine right time poor feet maybe asleep sorry home dignity defeat lack seek share time spin wheel mind share time spin wheel mind share time spin wheel mind share time spin wheel mind
robert randolph & the family band,got soul,2016,blues,wiedersehen wiedersehen meet sweetheart lovely fly away time come kiss like teardrops start true wiedersehen sweetheart
dr. john,the bare necessities,2016,blues,look bare necessities simple bare necessities forget worry strife mean bare necessities mother nature recipes bring bare necessities life wander roam couldn fonder home be buzzin tree look rock plant glance ants maybe bare necessities life come look bare necessities simple bare necessities forget worry strife mean bare necessities rest ease bare necessities life relax backyard like act work hard spend time look want live think bout tell true bare necessities life bare necessities life come walk pounce roof talk bout bare necessities life wisdom understand sleep bare necessities life
seth walker,call my name,2016,blues,nothin time talk nothin know problem little girls draw askin problem check peep bein pitfalls cause rough cause girl women handle paintbrush canvas gotta paintin like picasso goin till break play things cause type totally appal females nothin high school girl name best disgrace try destroy tell friends swear think plan friend name want double date cause likin show tell sick home say try double date plus joke slap taste mouth huff walk say nothin dammit thats name refuse call cause label fair look suppose harem course like like like girl mean like singers look ring finger ready settle wanna night want shoe hundreds note want phone ring till break wanna dance italy girls egypt thinkin wanna thats guess nothin baby second want talk want know gotta gotta refer look baby years know makin little money tryin world know okay look friends associate like think creative date associate mean associate associate mean tryin enjoy callin right okay ruff ruff sound background repeat
the record company,feels so good,2016,blues,wanna right today lookin wanna right today tire bein stun somethin control control control taste lips want want want come feel good feel good feel good doin want know shouldn feel good feel good feel good doin want know shouldn turn green light babe yeah turn green light babe yeah somethin control control control taste lips want want want come feel good feel good feel good doin want know shouldn feel good feel good feel good doin want know shouldn come babe feel good alright whew come yeah baby polite polite yeah hold arm hold arm time hold arm time hold arm yeah feel good feel good feel good doin want know shouldn feel good feel good feel good doin want know shouldn doin want know shouldn doin want know shouldn feel good feel good feel good doin want want want want baby yeah alright whew
left lane cruiser,the pusher,2016,blues,know smoke grass pop couple pills nothin spirit kill see people come tombstones eye hostile yeah know gonna damn damn damn pusher damn damn damn pusher dealer grass hand pusher monster natural dealer nickel lot fine dream pusher body leave mind scream damn damn damn pusher damn damn damn pusher break head head land declare total pusher stand shoot kill razor bible damn damn damn pusher damn damn damn pusher
joe bonamassa,what i've known for a very long time,2016,blues,matter cause chase street misery wait recognize know long time long years walk door search give wait recognize know long time trouble baby time time hours need best friend finally sleepless nights make make right girl strong baby good need chase street misery cause wait recognize know long time trouble baby time time hours need best friend finally sleepless nights make make right girl strong baby good need chase street misery cause wait recognize know long time
jamie n commons,not gonna break me,2016,blues,come need know yeah need know cold outside live need know yeah need know wanna play game gonna break gonna break gonna break gonna break time gonna break gonna break gonna break time time gonna break time hello pain hurt bleed life yeah bleed life prayer sweet need know yeah need know gonna play game gonna break gonna break gonna break gonna break time gonna break gonna break gonna break time
joe bonamassa,going down,2016,blues,go go go go feet window head grind close door close door goin chattanooga sleep sister door go go go feet window head grind
black mountain,space to bakersfield,2016,blues,space bakersfield listen will able hit digital space bakersfield space bakersfield listen listen space bakersfield space bakersfield listen listen
jamie n commons,glory,2016,blues,truth tell know search sign line right wrong angels busy busy singin song singin hallelujah hallelujah hallelujah truth tell feel break inside long years fill hate hallelujah hallelujah hallelujah singin hallelujah hallelujah lead sorrow lead sing hallelujah sing hallelujah sing hallelujah hallelujah hallelujah hallelujah hallelujah hear soul hear sing hallelujah sing hallelujah sing hallelujah
tedeschi trucks band,keep on growing,2016,blues,leave play streets unknowing fleet lately dreamer look look away young girl shake stage walk right life doorway story gotta grow grow grow yeah stand steer face lover feel strange grow treat understand take hand tell lose say gonna alright grow grow grow yeah baby baby know leave huge walk hand inhand forever know time go change lord know lover go grow grow grow overdue gotta grow grow grow yeah gotta grow grow grow yeah
sir charles jones,i'm going down slow,2016,blues,make believe leave blue dream make believe make believe leave blue dream make believe hold close darling somebody make believe spend lifetime love make believe hold close darling near somebody make believe spend lifetime love make believe make believe leave blue dream make believe hold close darling near somebody make believe spend lifetime love make believe love make believe love make believe
benjamin booker,right on you,2017,blues,start selfish damn want right think right right right right yeah right yeah right block key like touch gold fine stop kid days live forever right right right right yeah right yeah right death hard hard hard imagine death hard hard hard imagine right right right right yeah right yeah right
the black angels,life song,2017,blues,float darkness await transmission drift mission wine pour dear dear stream creation try catch laughter blind darkness go bitter heart figure distance trillion away dear even follow explain voice travel upside world unknown artificial henchmen sacrificial mission lose explode star die send die die warn explain voice travel upside world unknown explain travel upside world unknown explain die today die die die
goodbye june,good side,2017,blues,time time want knife want decent life color get younger line step cross yeah cross yeah cross easy flood gate break gonna climb gonna mountains gonna swim youthful fountains water deep ride mind till time black fly head good black fly head good need need know truth proper show decent life color get younger high walk water yeah walk water easy flood gate break gonna climb gonna mountains gonna swim youthful fountains water deep ride mind till time black fly head good black fly head good black fly head good easy flood gate break gonna climb gonna mountains gonna swim youthful fountains water deep ride mind till time black fly head good black fly head good black fly head good
the black angels,estimate,2017,blues,leave spring think lose felt shoot kill children protective raise height lose sensation search home think mistake remember head tuck kind seductive handle gonna lose darling shoot gonna lose darling shoot leave know convert stay poison water leave die protect remember hide kind seductive shoot shoot shoot shoot
black pistol fire,hearts of habit,2017,blues,record little late wrong go know better baby know better break heavy heart holy rollers hearted cryin door hidin cold shoulder hearts shatter bruise batter hang rafter come wait tire break smile know better baby know better break heavy heart holy rollers hearted cryin door hidin cold shoulder heart shatter bruise batter hang rafter come wait misery doubt hand eye wave white flag know hard know better baby know better break heavy heart holy rollers hearted cryin door hidin cold shoulder heart shatter bruise batter hang rafter waitin
death from above 1979,all i c is u & me,2017,blues,racists smile friendly face walk shake hand try fake need fail glass season pass peepshow seat cheaper romance dead ghost haunt favourite place romance dead ghost haunt favourite place children drool famous face wish trade place shout mime tasteless know theory sober morning bore know lazy away crazy crazier better tell fear ghost haunt underneath porno magazine taunt romance dead ghost haunt favourite place romance dead ghost haunt favourite place romance dead ghost haunt favourite place
black pistol fire,fever breaks,2017,blues,tell tell dream tell leave tell real leave cry loud racket voice head scream shout weak knees thank hard sleepwalk deadend streets know write bone push right mind know write face fight hide fever start start start mess paper stall stories tell tell know write bone push right mind know write face fight hide fever start tell tell dream tell leave tell real leave know write bone push right mind know write face fight hide start start start start start start start start start
albert castiglia,hoodoo on me,2017,blues,breathe like smoke taste cuban toke best years hold reverie reverie run time waste run run mind awaken awaken look light hold try lose fear run mind run mind stay tonight better night better run mind run mind run time waste run run mind awaken awaken look light hold try lose fear run mind run mind stay tonight better night better
thee oh sees,keys to the castle,2017,blues,parade candy people turn bend castle steeple flood tower body fling upper belfry witness occasion pile body garden smash hedgerow plummet stop panic ugly banquet float vile moat yeah crack skulls cobble ring home lemming message streets awful mess hand key castle change hassle start crop good people lock door castle steeple
gov't mule,pressure under fire,2017,blues,song thing write think know better maybe lonely voice gonna sing fight thing travel life road people share yeah share time hear pressure live fear understand clear pressure live land know end time place think learn time blow face time burn move wrong direction head track time turn back people turn back time hear pressure live fear understand clear pressure live land wise say human race race dispel darkness darkness say time learn work gonna mess song thing sing think know better time hear pressure live fear understand clear pressure live land pressure live fear understand clear pressure live land live live land
lukas nelson and promise of the real,if i started over,2017,blues,think think different set apart sober mind sympathetic hearts swear oath swear oath know life play play distance great height sure kill innocents build drop death longer human be longer people target screen real drop death tell send send chaplain say say say shut mouth sure kill innocents build drop death longer human be longer people target screen real drop death tell tell safe shoot dream justify resolve rise avenge innocent defend ones survive ask
samantha fish,hello stranger,2017,blues,hello stranger good long like mighty long time like mighty long time stop hello remember like mighty long time like mighty long time gonna stay treat like like mighty long time like mighty long time good long long know know good baby long like mighty long time like mighty long time
all them witches,internet,2017,blues,guess live internet time outsource lightning step lightly life months childhood turn eggshell wasn lookin askin thing live guess live internet wasn think pay attention feet start runnin keep time think nothin ask thing live guess live internet hate auger past live sit idle corner remove need fence remove need tool sense keepin somethin keepin askin thing live guess live internet
tinariwen,hayati,2017,blues,yeah yeah rest wicked peace till kingdom come woman mission march beat drum call dark like whistle train fall apart help hear devil call hear devil call home hear devil call hear devil call home sound like sound like sound like sound like wanna talk trouble come feet deep shovel gonna death call come come mama steal prescription hear devil call yeah hear devil call home hear devil call hear devil call home sound like sound like sound like sound like sound like hide matter bind till hand tie hear devil call hear devil call home hear devil call hear devil call home hear devil call hear devil hear devil call home hear devil call hear devil hear devil call home sound like sound like sound like sound like sound like call call call call call call call call call call hear yeah call call call
the delta saints,sun god,2017,blues,look good get wire move tire finally reach pressure come right round pressure gonna drag cause excess come steal waste time quiet hour friend pressure come right round pressure gonna drag cause excess come time time time time aside aside aside aside aside aside aside aside cause excess come
hanni el khatib,paralyzed,2017,blues,come like bricks like wave bury freeze cold comatose black blood overflow cause paralyze like paralyze say paralyze paralyze long knock knock steal breath right mouth waste time waste time doubt cross mind cross yeah arm hold tight lose stay strong push push right know cause come blood paralyze paralyze say immobilize paralyze yeah flood come drown yeah drown wall cave scream paralyze paralyze immobilize paralyze paralyze paralyze
lukas nelson and promise of the real,breath of my baby,2017,blues,hear sound ascend grind pray stay die trust tremble transcend gravity hop free unbind instantly airbourne aimlessly drift darkness heavens drift away unbind instantly airbourne aimlessly drift apart finally fade away whisper memory flame like leave time unbind instantly airbourne aimlessly drift darkness heavens drift away drift away unbind instantly airbourne aimlessly drift apart finally fade away unbind instantly airbourne aimlessly drift darkness heavens unbind instantly airbourne aimlessly drift apart finally fade away
robert plant,carry fire,2017,blues,like like naked hand bare heart understand stranger inside promise land turn inside turn upside naked hand bare heart understand like like like scar like like like scar reach break gate feel gather years lonely waste naked hand bare heart understand like like like scar like like like scar
death from above 1979,outrage! is now,2017,blues,outrage outrage rage maybe clear light maybe wrong suddenly belong outrage talk outrage everybody scream shout phase face talk years years lose discuss disgust outrage outrage rage flash glow street catwalk stiletto snap crack pavement spotlight outrage talk outrage everybody scream shout outrage outrage talk loud come sing outrage outrage
samantha fish,chills & fever,2017,blues,woah chill fever chill fever chill fever chill fever hold hand tell love kiss squeeze tight tell baby wanna night chill fever chill fever chill fever chill fever late night hold tight tell chill fever chill fever chill fever chill fever chill fever chill fever chill fever chill fever anytime come run rain shine tell chill fever chill fever chill fever chill fever chill fever chill fever chill fever chill fever chill fever chill fever chill fever chill fever
the allman brothers band,ain't wasting time no more (live),2017,blues,remember remember awake hard think decide dream dream believe live breathe take forget know mourn touch hand know love look mirror face look deep things inside like take take take take take
larkin poe,look away,2017,blues,lord rage mirror look chain dream backyard bird sing come peace mind lord forget tell truth crosshairs like diehard need prayer hand piece gonna rise haah gonna rise haah body feel weak time gonna rise haah gonna rise haah know leave look away look away look away look awayee look away look away look away look awayee white eye spill pin fangs cottonmouth put set grind flip like juggernaut white eye gotta clear clear gonna disappear rush blood give slam shut ricochet like gunshot gonna rise haah gonna rise haah body feel weak time gonna rise haah gonna rise haah know leave know leave look away look away look away look awayee look away look away look away look awayee look away look away look away look awayee look away look away look away look awayee look away look away look away look awayee look away look away look away look awayee mmhmmmm mmmm mmmm mmmmmm oohhhhh
gov't mule,burning point,2017,blues,different tell raise draw line sand things better test gonna survive rampant stupidity spread like push burn point thing go flame somebody tell world go insane protect guess wire enemy lock lock solitary solitude gonna friend push burn point thing go flame somebody tell world go insane burn point see smoke finally clear leave story yeah push push yeah test gonna survive burn point see smoke finally clear leave story push burn point see smoke finally clear yeah smoke finally clear say smoke finally clear leave story leave leave story
the black crowes,wyoming and me,2017,blues,turn ugly try hide heart away future beautiful flaw desperate strong lonely like wyoming nature things try leave little bring join hand form ring cross finger sing beautiful flaw desperate strong lonely like wyoming beautiful flaw desperate strong lonely like wyoming wyoming wyoming wyoming wyoming
shovels & rope,death or glory,2017,blues,cheap hood strike bargain world end make payments sofa girl hate tattoo knuckle hand hand slap kid cause understand death story death story gimmickhungry dig gold roll grab tell sell believe test research fuck nuns later join church death story death story fear gunsights okay wanna play think death play blue kings sure look better death story death story dingy basement dingy street drag hand clap drag beat beat time beat try years hear song death story death story gonna march long gonna travel long time travel mountains gonna travel seas gonna fight brother gonna fight loose gonna raise trouble gonna raise hell gonna fight brother gonna raise hell death story death story death story death story
benjamin booker,overtime,2017,blues,wake sing harder go like usual problem faithless easy forget recent wave helpful confidence grow leave wake days rule sing turn harder watch go ready believe know feel night life glossy song work good things world good person overtime overtime grow time wake days rule sing turn harder harder harder go
the delta saints,young and crazy,2017,blues,hear breathe fall asleep pull close moment freeze drink think drop clothe right open tropical water longest swim till follow motion butterfly move lose think place follow motion hallow light decide know catch moment tropical water longest swim till follow motion butterfly move lose think place follow motion follow motion follow motion hard tonight tide follow motion think gonna thank tonight follow motion follow motion follow motion tropical water longest swim till follow motion butterfly move lose think place follow motion hard tonight tide follow motion
fantastic negrito,about a bird,2017,blues,window watch sell hop fall bush hand sweet lyric waste head game live dangerously want ohhh try hide hole hole head break clean feather sick funeral sing loud tear pillow heal scar game live dangerously want ohhh want want dead want want dead want want dead want want dead deep know baby baby ohhh cause tell mama good baby good
death from above 1979,holy books,2017,blues,afterlife comfort live life forever choose ghost friend stone sleep soul holy book ancient rhyme hook holy book ancient rhyme hook horror horniness creep cloth cover virgin sluts temptation rust stone sleep soul wander beneath like release holy book ancient rhyme hook holy book ancient rhyme hook holy book ancient rhyme hook answer machine message
the delta saints,are you,2017,blues,talk sleep space daylight dreamers say daylight dreamers hear voice head whisper things wish say hear voice room call leave ask come soft dark daylight bring city head find rest ghost liar daylight dreamin daylight dreamin hear voice head whisper things wish say hear voice room call leave ask come soft dark daylight bring come soft dark daylight bring
ron gallo,poor traits of the artist,2017,blues,single ugly try good line idea scribble catch know doubt beat closer death need need easy blame work weather easy like door floor stand stand luck pursuit pursue cream rise eye bury shortly need need
savoy brown,why did you hoodoo me,2017,blues,careful wish warn young hold sparkle star long days shine brightly light world spark change quickly leave swim dark heart heart heart heart attraction magnetic keep apart call like mirage say come apart heart heart heart think clever protect spring heartbreak leave haze noise heart heart heart heart heart heart
ronnie earl,southside stomp,2017,blues,wake morning feel good feel good best wonderful feel express wanna share feel mountain enjoy morning mountain have mountain till even come mountain pleasure feel freedom feel feel feel mountain clean water flow mountain cool wind blow mountain snow mountain glow feel power feel feel feel soul sweet sensation nature provision addict sure commit feel good feel feel feel happier freer free free free feel freedom deep soul feel feel feel ocean have effortless swim sound wave make wanna sing world have ride life wonderful ride make wanna shout feel power deep soul feel feel feel soul feel feel feel
tedeschi trucks band,i pity the fool,2017,blues,pity fool say pity fool pity fool pity fool fall expect true pity fool look people know wonder stand watch fool lord look people know wonder stand watch fool pity fool pity fool fall pity fool say pity fool break heart leave walk away pity fool look people know wonder stand watch fool lord look people know wonder hell stand watch fool oooh look people know wonder stand watch fool look look look oooh stand right watch fool alright alright oooh pity fool pity girl fall pity girl want ahead yeah pity girl know gonna break heart someday lord pity fool pity pity pity fool lord lord somebody somebody know lord know know see kind yeah
j. roddy walston & the business,blade of truth,2017,blues,yeah blister gonna turn think tell tell say come think lay manger proof remain blade truth blade truth blade truth blade truth blade truth blade truth blade truth blade truth blade truth lay yeah lessons learn judgement herd privilege burn things generally good particularly things think things think lay manger proof remain blade truth blade truth blade truth blade truth blade truth blade truth blade truth blade truth blade truth lay player vein prove player vein prove blade truth belong yeah blade truth belong blade truth blade truth blade truth blade truth blade truth blade truth blade truth blade truth blade truth blade truth blade truth blade truth grave
band of rascals,holler,2017,blues,head turn burn head turn burn sparkle eye keep alive sparkle eye keep alive keep alive world world world turn world world yeah world drag head turn burn head turn burn yeah yeahahahah yeahahahah eye keep alive eye keep alive sure sanctuary sure sanctuary world world turn world world world drag world world world world turn world world world world world drag heyyeahahah heyyeahahah world world turn world world yeah world drag world yeah world turn world world world drag sanctuary sanctuary sanctuary sanctuary
shovels & rope,the air that i breathe,2017,blues,wish think pass think need cigarettes sleep light sound book read make leave peaceful warm tire leave desire peace come leave weak sleep silent sleep need breathe need breathe need breathe breathe peace come leave weak sleep silent sleep need breathe need breathe need breathe breathe need breathe need breathe need breathe need breathe need breathe need breathe
gina sicilia,they never pay me,2017,blues,young live gutter butter single mother know story stutter fall victim ghetto bring young latino turn legendary work hard sell dope trump hard hold pull racist police officer panic manage cause speak spanish hermanos kill blame strong souls influence streets know tryna brother stand feet cause powerful divide break speak hear feel rain thunder number kick palace strip home kings time reclaim throne shouldn mother years citizen blood come savage discipline brown need green card turn marriage kid ask parent embarrass time illegal bridge cause work hard tryna fee kid clean toilets practically wipe white people asses break trailer practically ash kill rap ancestors rest reservations like defective white replacement sorry guilty prove innocent cause honest original immigrants nerve originals fuck alien come legally create alias american great fuck ones build shit americans think bout go canadian stick fuck situation radio station come great britain okay wrong fellow white americans look treat brothers stare election show follow like chicanos bitter pill swallow tryna spread brightest shade white darkest shade black take step cause know attack act like fuck baby similac away news outlets away politics elections section protection cause jungle gona survive unity
the stooges,till the end of the night,2017,blues,wait station remember think late stand quiet like elevators fill strangers sound hallelujahs pray train ride home things want things want need word page days songs age vow speak break like concrete word cheap want grow songs sing family cling things want things want need need
robin trower,if you believe in me,2017,blues,moment need free bury deeper faceless fate dark blind path truth feel heart surely illuminate fear near fear past time float head powerless grow feel live instead search peace heart spectrum light instinct tell right look whats clear sight guide path fear near fear fear near fear
the black angels,medicine,2017,blues,water painter daughter need beautiful medicine medicine doctor prescribe open wide portion blood real medicine sugar life disaster string delusional tear form lie fear fall pills fall open wide love panic white blue cure hearts water aaahaha dance government aaahaha hang daughter hang slaughter sugar life disaster maybe string delusional tear form lie fear fall pills fall open wide love panic white blue cure hearts
j. roddy walston & the business,bad habits,2017,blues,pray public open tell mother come afford charge things gotta things worse steal credit card sixteen months drink lonely sober habit habit best reason things habit habit best hate mnemonics repetition believe rote memory recall easily hell know ride bring mortgage money dear thousanddollar nights smoke marlboro light cancer worse fear sixteen months drink lonely sober habit habit best reason things habit habit best cop doin oneself life break wife death come hell sixteen months drink lonely sober habit habit best reason things habit habit best habit habit best
death from above 1979,statues,2017,blues,step aside ride park outside long know like girls luck boys fight fuck look rocket send space bathe statues build statues watch statues build statues haunt fight sign pleasure pain build tower watch cast know boys luck girls fight fuck ideas garden lot light water statues build statues watch statues build statues haunt statues look statues stand statues haunt statues
black pistol fire,eastside racket,2017,blues,fool believe steadfast notion heavy hand stay reprimand measure favorite waste taste racket eastside stake claim step away heart shakin raise blades song start stray fall wind blow kick scream favorite waste taste racket eastside stake claim favorite waste taste racket eastside stake claim fool believe steadfast notion heavy hand stay reprimand measure favorite waste taste racket eastside stake claim
alice cooper,paranormal,2017,blues,condemn long endless night live absense light life watch sleep night cool skin bone wrap sheet ring dead telephone scar home like spider kiss face familiar smell scent leave lace condemn long endless night live absense light
shovels & rope,epic,2017,blues,feel hear today matter understand happen fast feel good like walk glass cool alright groovy sight touch smell taste sweet make difference cause knock feet want yeah yeah yeah yeah cryin bleedin lie floor gotta share dare bare tear want yeah yeah yeah yeah face grab alive afraid magic tragic loss dark moist bitter pain happen shame want yeah yeah yeah yeah face grab want yeah yeah yeah yeah face grab
samantha fish,american dream,2017,blues,blood street lose count die liberate free free disenfranchise bless country live american dream live american dream live american dream live american dream hand bible foot neck live halfpast halfmast semiautomatic help come start pray cause live american dream live american dream live american dream live american dream babe live american dream live american dream live american dream live american dream woah live american dream baby live american dream live american dream live american dream
jd mcpherson,desperate love,2017,blues,desperate knees flesh bone blood beg life speak survive desperate time wait patiently luck change stand dreadfully night sorrow shame toss wave look desperate knees flesh bone blood beg life speak survive desperate time runnin wild like plain stand outside pray sweet relief pourin rain sorrow shame toss wave look desperate knees flesh bone blood beg life help survive desperate survive desperate
krokus,rockin' in the free world,2017,blues,know run waste time know run waste time promise promise want want want time want want want time want want want time want want want time
black pistol fire,coattails,2017,blues,stay happen feel right late night things think haunt mind know escape eye stare stand grind deny gotta face close eye hide truth inside stand grind get stronger come closer world feel time face end life hold dear turn stand grind deny gotta face close eye hide truth inside stand grind know sure try stand grind stand grind deny gotta face ahah ahah close eye hide truth inside stand grind deny gotta face close eye hide truth inside stand grind
big yayo,cowgirl (feat. j wonn & t baby),2017,blues,feel fast away dress clothe drive away away away feel good know drive away away away away care away care away care away care away care away care away care away care away care away care away care away away care away care away care away away away care away care away care
gregg allman,going going gone,2017,blues,reach place bend say go go go close book page text care happen go go go hang thread play straight loose get late go go go go grandma say follow heart fine line gold shine true walk road live edge reach ledge go go go go go go go go go go go go go go go
radio moscow,new beginning,2017,blues,false accusations loose know make sense tie noose felt sores decay perfect world end today wouldn paradise think think cause roll dice house come care suicide begin today paradise hell shitty time stand master plan paradise hindsight laugh conflict come weigh heaviest guess thank dissension rank panic fuel wasn look fight show tonight shitty time stand master plan seed sow fuse enjoy paradise hell
black pistol fire,speak of the devil,2017,blues,wonder keep pillow lonely lonely night cry satisfy pick apart push come shove bluff serve time ask sweet darling single tear tremble shake astray freight train heartache cry satisfy pick apart push come shove bluff serve time ask sweet darling single tear shoulder night weep eye tear come roll warm break tattered slowly watch drown serve time ask wonder keep pillow lonely lonely night cry satisfy pick apart push come shove bluff serve time ask yeah sweet darling single tear
lukas nelson and promise of the real,set me down on a cloud,2017,blues,long long long long crucial crucial yeah baby good morning call need know yeah yeah good morning know tire call baby need cause horny right travel star tire late night news wanna wanna yesterday news play rule live live face time baby woah woah woah woah play rule telephone telephone mind telephone telephone sound sweet line telephone telephone mind telephone telephone sound sweet time yeah good morning miss call right rid head straight woah yeah good morning need morning wait video chat people watch tire late night news yeah wanna wanna yesterday news play rule live live face time baby woah woah woah woah play rule telephone telephone mind telephone telephone sound sweet line telephone telephone mind telephone telephone sound sweet time yeah telephone telephone bada boom bada bada boom boom telephone telephone bada boom bada bada boom boom telephone telephone bada boom bada bada boom boom telephone telephone bada boom bada bada boom boom
goodbye june,man of the moment,2017,blues,climb mountain bleed greatness busy look yeah lone runner lone runner come catch like moment feel heat hells come shit generic style oversold home damn shame bear family steal soul push worry mind grave moment feel heat hells come
vintage trouble,knock me out,2017,blues,like stand hard knot sympathy homemade inside ignite emotion faster butterfly float doubt brave dare knock shuffle stomp swing drop dare knock work sidestep pivot pivot right leave sandal throw eye cause choose attention behold main attraction word hear believe yeah satisfaction doubt brave dare knock dare knock dare knock shuffle stomp swing drop dare knock work sidestep pivot pivot right leave father father follow dare knock shuffle stomp swing drop dare knock work sidestep pivot pivot right leave doubt brave dare knock shuffle stomp swing drop dare knock work sidestep pivot pivot right leave dare knock dare knock knock
queens of the stone age,un-reborn again,2017,blues,skinny know skinny know know bless fact acidfaced acidfaced like dance straight boys make pupils dilate juzzy come quick juzzy come quick tell doctor come bring emergency evil scratch evil scratch drink water gutter natural fact youth young anew unreborn askew freeze pose lock eternally bury close fountain youth reach freeze pose lock eternally bury close fountain youth reach fever go shake go shake rompo culo magnifiqué órale twizzy twitch twizzy twitch say huggy kissy wed ring dub cut quick take shit metal blowjob middle finger split youth young anew unreborn right end live askew freeze pose lock eternally bury close fountain youth reach freeze pose lock eternally bury close fountain youth reach vision clear freeze pose lock eternally delusions grandeur bury close fountain youth reach drop like ocean moment truth freeze pose lock eternally everybody drown fountain youth bury close fountain youth reach scream dudu dudu dudu ladiduh scream dudu dudu dudu ladiduh dudu dudu dudu ladiduhuhuhuhai dudu dudu dudu ladiduh gotta bury pain drink water drain away drop like ocean moment undo implosions beauty begin gotta bury pain everybody drown fountain youth scream dudu dudu dudu ladiduh scream mmhm mmhm hmhm hmmmhmmmhmmm
larkin poe,john the revelator,2017,blues,tell write revelator tell write revelator tell write revelator write book seven seal tell write revelator tell write revelator tell write revelator write book seven seal walk cool call refuse answer cause naked ashamed tell write revelator tell write revelator tell write revelator write book seven seal apostles away say watch hour till yonder pray tell write revelator tell write revelator tell write revelator write book seven seal tell write revelator tell write revelator tell write revelator write book seven seal yeah tell write revelator tell write revelator tell write revelator write book seven seal write book seven seal write book seven seal
the black angels,currency,2017,blues,currency hold hostage currency mean spend want stake stake go flawlessly things motion debt live sell truth trust print print money spend spend spend money print go currency sanction paper live sell trust print print money spend spend spend money print print print money spend spend spend money print go go yeah go pay life slave spend claim diamonds eye
dan auerbach,livin' in sin,2017,blues,night deal alright girl know mean promise tell touch electrical susceptible know livin livin livin livin right daylight need spiritual voodoo cynical guru mind exceptional flexible know livin livin livin livin bite feel right gonna hear shoutin mountain world awful mess awful bless know livin livin livin livin everybody livin daddy livin livin livin
all them witches,am i going up?,2017,blues,go go go wanna long bury grind wanna long bury grind go go go wanna long bury grind wanna long bury grind wanna long bury grind wanna long bury grind
the record company,baby i'm broken,2017,blues,break break break baby break tumble cause heart room sorry know move slow want pretend tell right right feel break break right right feel break break want testify change overnight know disguise step away fill trouble baby grind grind grind work hide time say right right feel break break right right feel break break break baby feel break tumble think know want go drive drive till night take hold crime pretend tell right right feel break break right right feel break break right right feel break break right right break feel break break baby break baby
death from above 1979,nomad,2017,blues,choose things choose set stone throw question outside settings sunset station pet shadow nomad home matter like matter mess wander age face hide shiny level touch dream like water fire nightmare live nomad home matter push like push matter nomad home matter
queens of the stone age,feet don't fail me,2017,blues,chase chase dance chase chase dance chase chase dance chase chase dance bear desert needle groove commence move chase call ohohoh feet fail foot gutter cloud feet fail gotta life hard survive older think feel like fool yeah like dance fool yeah footloose free ohohoh feet fail stand gutter head cloud feet fail gotta push break point know brake light dust nauseam drive feel hide civilize tell civil lie gang come bust loose urgency pleasure agony oneway line sound call call call call call call call call call time regret later come future tense meet middle finger long home ohohoh feet fail whatcha gotta feet fail gotta
royal blood,i only lie when i love you,2017,blues,crawl grind sound ahead muck conscience twist pull hair shout insist good like crawl grind sound crawl grind sound ahead pull plug break finger sticky trigger chest wish know diagnose disease suspicion sleeve truth tell fuss crawl grind sound crawl grind sound
death from above 1979,freeze me,2017,blues,tell think trouble feelin sorry struggle pickin piece siftin rubble ringin year listenin double outside safe space space pin spinnin rock freeze cold tell get warmer freeze look undercover readin right gettin closer resist arrest outside safe space space feelin weightless freeze cold freeze cold outside space cold cold outside space cold cold
cage the elephant,whole wide world,2017,blues,young mama say girl world probably live tahiti wide world wide world maybe bahamas caribbean blue weep tropical moonlit night talk bout wide world wide world wide world wide world hide wide world wide world hang rain right try pick girl eye fill lonely tear girls world lie tropical beach underneath tropical pin away heatwave hop long lie sunswept beach caress warm skin year maybe share wide world wide world wide world wide world hide wide world wide world wide world wide world wide world wide world hide wide world wide world wide world wide world hide
greta van fleet,black smoke rising,2017,blues,know tower look land people quickly pass desire spit earth feel power boil vein woah yeah yeah woah yeah yeah black smoke rise fire tell crisis stand cold stand cold people divide world apart heart bind keel fade away decide fate hand stand heed woah yeah yeah woah yeah yeah black smoke rise fire tell crisis stand cold stand cold woahwoah woahwoah stand stand cold stand stand cold stand cold stand yeah black smoke rise fire tell crisis stand cold black smoke rise fire tell crisis stand cold stand cold
