artist_name,track_name,release_date,genre,lyrics
XG,LEFT RIGHT,2023,hyperpop,"I got what you want, I got what you need (Uh-huh) Mobbin' like we don't follow anything (Oh) Left, right, get it on the floor I wanna see you left, right get in my zone, ha Then we hit the slide ready for the swing (Uh-huh) We don't want no opps, want no drama queen (Oh) Left, right, everywhere we go We pull up from the left, right, postin' up slow  I'm on one, got drip Whip the ride, I'm switchin' lanes like this Spinnin' out, then flip Cruisin' down like we be on a trip  Boy, just follow my flow, don't matter where we go (Oh, ah) Oh, the only direction I know  Want your body swervin' left, right, left, right I want your body movin' left, right, left, right You keep me up, my heart is beatin' up and down Spinnin' 'round and 'round ('Round and 'round) Just like my Pirellis burnin' on the ground If you're down with me, then let's ride, let's ride Can't nobody stop it, that's right, that's right And my adrenaline is racin' up and down Spinnin' 'round and 'round ('Round and 'round) Hit the pedal to the ground, listen to the sound Listen to the sound  Now we onto somethin' Drop the fit, we killed it (Oh) Don't we all deserve it? I'll tell you how we want it, oh Left, right, you been here before So do it 'til you get right, get it one more No, you can't deny it ('Ny it) Baby, don't you hide it (Don't hide it) If I like it, I'll bite it (Bite it) So just tell me if you are worth it Worth it, really wanna know (Worth it) I'll flip it and reverse it, sing it real low  Hold up, hold up We goin' out, mixin' up these rides Don't ask me if you don't know why I hit the switch, hear the noise inside Baby, say no more (Say no more)  Boy, just follow my flow, don't matter where we go (Oh, ah) Oh, the only direction I know  Want your body swervin' left, right, left, right I want your body movin' left, right, left, right You keep me up, my heart is beatin' up and down Spinnin' 'round and 'round ('Round and 'round) Just like my Pirellis burnin' on the ground If you're down with me, then let's ride, let's ride Can't nobody stop it, that's right, that's right And my adrenaline is racin' up and down Spinnin' 'round and 'round ('Round and 'round) Hit the pedal to the ground, listen to the sound Listen to the sound  This is the right time, so come get it You know that I'll be there for you Down, down, if you're down, down (Baby, are you) Down, down, are you down, down? (Ah) Let me take you to the other side *XG we certified* Alpha, Alpha, we gon' ride or die *Into the galaxy, know the vibes* (Ah, yeah) **Down, down, if you're down, down** (Tell me if you're down) **Down, down, are you down, down?**  Want your body swervin' left, right, left, right (Woah, yeah, yeah) I want your body movin' left, right, left, right (Movin' left and right) You keep me up, my heart is beatin' up and down Spinnin' 'round and 'round ('Round and 'round, woah) Just like my Pirellis burnin' on the ground If you're down with me, then let's ride, let's ride (If you're down, down with me) Can't nobody stop it, that's right, that's right (Can't nobody, yeah) And my adrenaline is racin' up and down (Yeah) Spinnin' 'round and 'round ('Round and 'round) Hit the pedal to the ground, listen to the sound Listen to the sound  Left, right, left, right (Yeah, yeah) Left, right, left, right"
Stray Kids,MEGAVERSE,2023,hyperpop," Un, deux, trois Run along with the gods, jumping between every verse The multiverse ain't ready for our universe (Jump, force) First, second, third, fourth wall We're breakin' them all, unbeatable score Our composition brings the competition But we've already won in this megaverse          Pop, pop, pop,      Popstar, festa,                        Speechless, wordless I don't need your kindness          (, )             Welcome to the Stray Kids Hot Megaverse (Hoo) Stray Kids (Hoo) Welcome to the Stray Kids Hot Megaverse  Mic       atlas      song form, megaverse      , Megatron    megaphone (Woah)    hooligans   out of the way     *We make the rules, nobody can hold me, yeah*             chapter   my word, power , high,   random, ayy      , ayy Now       top?  Speechless, wordless        You know we're getting fearless, reckless       Hey,     feel      Every time we move The universe will follow  Welcome to the Stray Kids Hot Megaverse (Hoo) Stray Kids (Hoo) Welcome to the Stray Kids Hot Megaverse     you better run      megaton      Stray Kids  (Hoo)  This our megaverse, big bang, your body shakes (Stray Kids everywhere all around the world) 'Cause we making bangers, yeah, yeah (Stray Kids everywhere all around the world) This our megaverse, big bang, everything shakes (Stray Kids everywhere all around the world) Welcome to the Stray Kids Hot Megaverse"
Jack Harlow,WHATS POPPIN,2020,hyperpop,"What's poppin'? (Pooh, you a fool for this one) Brand new whip, just hopped in (Just hopped in) I got options (Oh Lord, Jetson made another one) I could pass that bitch like Stockton (It ain't nothin') Just joshin' I'ma spend this holiday locked in (Ooh) My body got rid of them toxins (Mmh, mmh) SportsCenter, top ten  I could put the ball in the end zone Put a bad bitch in the friendzone, ooh This shit sound like an intro Jetson, give me that tempo, ooh Told Pooh he a fool with this shit (He a fool) Told her don't let her friends know (Don't) In the 'Ville and I move like a don (Don) Eating fettuccine at Vincenzo's Me and my 'migos got that free smoke On the West Coast, yeah, I'm talking 'bout pre-rolls (Pre-roll) Dark haired bitch and she look like Shego (She do) Hometown hero, feeling myself, can't murder my ego (Can't do it) She heard of my deep stroke She said, ""Babe, does it hurt when I deep throat?"" (It does) Certified freak ho Hang around us and she learnin' my lingo Back then, wasn't worried 'bout me though In the gym tryna work on my free throw Goddamn (Goddamn) Spending money at the club like Sam's (Cha-ching) Yes, ma'am She a lil' freak on cam (Facts) But she don't put this on the 'Gram (Nah) Lil' boys tryna diss on the 'Gram (Ayy) I can't switch on the fam (Bitch) Shit's hot, hit the switch on the fan (Hit that shit) This where my head is (Listen) I feel resentment from every direction Even some homies be wearing expressions I be discouraged from sharing my blessings (Damn) We used to share a connection Now it just feels like it's wearing and stretching I'm getting real sick of taking advice From people that never could stare at reflections (Ooh) Somewhere in there is a lesson Y'all ain't evolvin', it's very depressing I'm at the club with the basketball team Me and the Cardinals are sharing a section (Facts) Gotta cherish the present I'm drinking water and wearing protection Got a career and I'm very invested Some people call it a scary obsession (Ooh, period, but) I like to call it a passion I can't be sitting relaxin' (Nah, I can't) PG, we getting some traction I'm at the venue, it's packed in (Packed out) I'm digging her accent I got a B.B. Simon belt on me And she tryna get it unfastened That's my type of distraction That's my type and she Latin (That's facts, ooh) Got my own flow and I'm 'bout to get a patent Brand new sheets for the bed, they satin (Soft, real soft) Y'all wasn't tuned in back then (Nah) My swag, they keep jackin' (Keep on jackin') I ain't doin' no verse, quit askin' (Quit askin')  What's poppin'? (Pooh, you a fool for this one) Brand new whip, just hopped in (Just hopped in) I got options I could pass that bitch like Stockton (It ain't nothin') Just joshin' I'ma spend this holiday locked in (Ooh) My body got rid of them toxins (Mmh, mmh) SportsCenter, top ten"
KISS OF LIFE,Midas Touch,2024,hyperpop,"The song incorporates elements of R&B Read More   Touch ya Touch ya (Touch)  Baby, count ten, that's all I need   (Can't go back, can't go back) Tick-tack, ain't got no time    love (Eat your love, eat your love)  Hey, baby, I've been watching     danger (Danger) (Baby, I've been watching, boy) Hey, baby, I'm so toxic  , it's alright (Alright) (Baby, I've been watching, boy)       lovesick     I warned you with a single touch, boy        When I touch ya, kiss ya You're gon' realize (Baby, don't you think too much) Boy, if I touch ya, kiss ya, watch out    You see, I got that Midas touch  Yeah, I really wanna stay all day with you You know what we'll be going through?     gettin' deeper   , makin' you weaker and weaker  Hey, baby, I'm so toxic  , it's alright (Alright) (You will end up in my hands, my love)       lovesick     I warned you with a single touch, boy        When I touch ya, kiss ya You're gon' realize (Baby, don't you think too much) Boy, if I touch ya, kiss ya, watch out    You see, I got that Midas touch  (Brace, brace) Ain't gotta sugarcoat m,    (Brace, brace) My love's a gam, I play with it,   (Brace, brace) Looking like a kitty cat but    , mm Once the countdown's done, you're never gonna move, yeah  When I touch ya, kiss ya You're gon' realize (You're gon' realize) (Baby, don't you think too much) Boy, if I touch ya, kiss ya, watch out (Boy, if I)    (Oh) You see, I got that Midas touch     You see, I got that Midas touch"
XG,SHOOTING STAR,2023,hyperpop,"In an interview with NME, Cocona connoted Read More  Yeah Uh-uh Yeah XG  Uh Everything I do, I do it A1, flawless Make' em go insane, pandemonium riot Always lookin' fresh, got that green in my diet Head to my toes, shinin' like canary diamonds (Bling, bling) Yeah, we them cool kids (*Yeah*), nothin' to it (*Nuh-uh*) Goin' stupid, saucin' (Drip, drippin') We a movement, never losin' Makin' moves, stay poppin'  Babe, if I give it my all, will it pay off? Workin' overtime, no days off All these shootin' stars in the dark (Yeah) All these shootin' stars in the dark, make a wish (Yeah) Takin' off from the ground, it's amazin' So outta this world, I'm in space Now I'm goin' up, headin' to the stars Wouldn't trade it out for another life, no  Yeah, we ridin', ridin', ridin' on up So shinin', shinin', shinin' for sure Ooh, ah, I'm lookin' so lavish Ooh, ah, put in work like it's a habit It's a big move, every day's like a dream Makin' big moves, yeah, we do it for our team Ooh, ah, I'm lookin' so lavish Ooh, ah, yeah, I bet you can't imagine  I be the one, huh (Huh), don't need to stunt, huh (Uh-uh) 'Cause we coolin', suit and boot it just for fun, huh (Huh) You couldn't run up on me, I'm too outta this world (*This world*) I got that spaceship jumpin', ready for my launch (*Three, two, one*) I don't care if I'm a brat, I'm just goin' dumb (Goin' dumb) I ain't tryin' to fire shots, but they doin' none (Doin' none) I know they watchin' me, I'm what I wanna be (Ha) Nobody touchin' me (Nah), I got this energy (Ha, woo)  Babe, if I give it my all, will it pay off? Workin' overtime, no days off All these shootin' stars in the dark (Yeah) All these shootin' stars in the dark, make a wish (Yeah) Takin' off from the ground, it's amazin' So outta this world, I'm in space Now I'm goin' up, headin' to the stars Wouldn't trade it out for another life, no  Yeah, we ridin', ridin', ridin' on up So shinin', shinin', shinin' for sure Ooh, ah, I'm lookin' so lavish Ooh, ah, put in work like it's a habit It's a big move, every day's like a dream Makin' big moves, yeah, we do it for our team Ooh, ah, I'm lookin' so lavish Ooh, ah, yeah, I bet you can't imagine  Oh, you rockin' with a dream team Comets droppin' when we hit the scene Oh, you rockin' with a dream team (Ooh) We shootin' from another galaxy (Ooh) And you know we take it all the way Lights and camera action, it's just how we live Don't get it twisted, this ain't child play Just know that XG's goin' all the way  Yeah, we ridin', ridin', ridin' on up (Woo) So shinin', shinin', shinin' for sure Ooh, ah, I'm lookin' so lavish (Shinin', shinin', yeah) Ooh, ah, put in work like it's a habit (I'm lookin' so lavish) It's a big move, every day's like a dream Makin' big moves as I should 'cause I'm a queen (Ooh) Ooh, ah, I'm lookin' so lavish Ooh, ah, yeah, I bet you can't imagine (Oh yeah)"
LeeHi,H.S.K.T. (feat. Wonstein),2021,hyperpop,"              (Hm)         (Hm-hm)        I'm sorry (Sorry) ,   (Hm-hm)     (Hm-hm)     ? I got what you need (What you need)               You know what I mean              Sorry, not sorry       (Hm-hm-hm)      , yeah               (Uh)    , ooh  Yeah, yeah      (Yeah)        (Woo!)  , AI  (AI)   answer (Ah)       You are early adopter, doctor I dont know what to say (To say) Do you really think she needs me? (That she needs me)     (Ooh, okay, okay)    , breathe (, breathe)  she ain't going home when she's supposed to be Woo-ooh                Ayy, you know what I mean, whoa            Sorry, not sorry                ,  yeah                   , ooh               And baby, you make me,          Yeah, I know it (I know it) Dont you want me? (Don't you want me?)       ()   ( )   ()   "
BLACKPINK,PLAYING WITH FIRE,2016,hyperpop,"              Eh                  Eh       On and on and on        Look at me, look at me now             (Oh-oh, oh-oh) My love is on fire (Ooh) Now burn, baby, burn  (Oh-oh, oh-oh) My love is on fire (Ooh) So don't play with me, boy   Oh no,                                        Kiss him, will I diss him? I don't know, but I miss him     crack    black, ah!       On and on and on        Look at me, look at me now             (Oh-oh, oh-oh) My love is on fire (Ooh) Now burn, baby, burn  (Oh-oh, oh-oh) My love is on fire (Ooh) So don't play with me, boy                      (Ooh-ooh) "
IVE,After LIKE,2022,hyperpop,"             ? (Na-na-na-na-na-na)   ?         (Na-na-na-na-na-na)                          What's after like?  You-ou and I-I It's more than like L   O   yeah-yeah, yeah You-ou and I-I It's more than like What's after like?  What's after like?             (Na-na-na-na-na)          Yeah, that's me (Yeah, that's me)             ?           (Ooh-ooh, ooh-ooh)     What's after like?  You-ou and I-I It's more than like L   O   yeah-yeah, yeah (Yeah, yeah) You-ou and I-I It's more than like (What's after like?) What's after like?  What after like?   strike     tike L-O  I   V-E    space,               (What's after like?) L-O-V-E   I (What's after like?)  You-ou and I-I It's more than lik E   V   yeah-yeah, yeah You-ou and I-I It's mor than like (Like, like) What's after like?  You-ou and I-I It's more than like L   O   yeah-yeah, yeah You-ou and I-I It's more than like (Like, like, like) What's after like?  What's after like?"
BTS,DNA,2017,hyperpop,"     (Hmm-mm)    (Ooh, ooh-ooh-ooh-ooh)    DNA  (Hmm-mm)      (Ooh, ooh-ooh-ooh-ooh)   ()   ( )   ()   ( )     ()     () Take it, take it         , love        , baby          ()     (, , yah)   ( )    (  )    (DNA)      (DNA)   , DNA  I want it, this love (This love) I-I want it, real love (Real love)   ,       DNA (DNA)    ()   I love us (Love us)  true lovers (Lovers)                    (Oh, yeah)         , love        , baby          ()     (, , yah)   ( )    (  )    (DNA)      (DNA)   , DNA        , baby , ,   ()    , love (Oh-oh-oh)        , baby   , DNA  La-la-la-la-la, la-la-la-la-la  , DNA La-la-la-la-la, la-la-la-la-la  , DNA"
Jung Kook,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022,hyperpop,"        (Oh, RedOne)          Look who we are, we are the dreamers We make it happen, 'cause we believe it Look who we are, we are the dreamers We make it happen, 'cause we can see it  Here's to the ones that keep the passion Respect, oh, yeah Here's to the ones that can imagine Respect, oh, yeah                   Gather 'round now, look at me ( ) Respect the love the only way ( ) If you wanna come, come with me ( ) The door is open now every day ( ) This one plus two, rendezvous all invited This what we do, how we do  Look who we are, we are the dreamers We make it happen, 'cause we believe it Look who we are, we are the dreamers We make it happen, 'cause we can see it  Here's to the ones that keep the passion Respect, oh, yeah Here's to the ones that can imagine Respect, oh, yeah                   Look who we are, we are the dreamers We make it happen, 'cause we believe it Look who we are, we are the dreamers We make it happen, 'cause we can see it  Here's to the ones that keep the passion Respect, oh, yeah Here's to the ones that can imagine Respect, oh, yeah                 "
NAYEON,POP!,2022,hyperpop," What's wrong?      (Pop, pop, pop) Watch out,        (Pop, pop, pop) (Let's start)   play it (Won't stop)  shake it You know?      (Yeah, yeah)          ,   , baby        I wanna make it Pop, pop, pop, you want it Pop, pop, pop,       I wanna make it Pop, pop, pop, you want it Pop, pop, pop,     Pop, pop, pop (Uh-uh) Pop, pop, pop (Uh-uh) Pop, pop, pop (Uh-uh) Pop, pop, pop             (Yeah, yeah)   check it (Check it)  , take it Baby, baby, you're out of control So you're under my control     I wanna make it Pop, pop, pop, you want it Pop, pop, pop,       I wanna make it Pop, pop, pop, you want it Pop, pop, pop,     Pop, pop, pop (Uh-uh) (Hey, hey, hey, hey) Pop, pop, pop (Uh-uh) (Hey, hey, hey, hey) Pop, pop, pop (Uh-uh) (Hey, hey, hey, hey) Pop, pop, pop (Hey, hey, hey, hey)  Pop, pop,                 Baby, eyes on me now,      Five   , four   , three   , two, one Here we go     (  ) I wanna make it Pop, pop, pop, you want it (Pop, pop) Pop, pop, pop,   ( )     ( , , yeah, hey) I wanna make it Pop, pop, pop, you want it Pop, pop, pop,    (I know you want it, babe)  Pop, pop, pop (Uh-uh) Pop, pop, pop (Uh-uh) (You gotta pop it) Pop, pop, pop (Uh-uh) (I can't stop it) Pop, pop, pop"
NAYEON,ABCD,2024,hyperpop,"The track shows NAYEONs musical growth after Read More   Don't stop it Mm, yeah  Slow-mo (Slow-mo) Hey, I see you looking at me and I like it, oh (I like it, oh) Yeah, uh No more (No more)    Not my option (Option) Yeah (Ah)   (, ), my desire (My desire, my desire)      (Ooh) All I want is love (All I want, all I want), love with you (Love with you, love with you) Stop thinkin',    (Break it down now)  (Hey, listen to me now) Ayy, you're gonna be my babe Everytime you see me, , deeper, deeper, babe (Hey, listen to me now) A-B-C-D,  How to fall in love,      in my fantasy     gravity In love, in love Can't get enough (Woah) Hey,  , you're hypnotized (Yeah)     you and I In love, in love Can't get enough (Oh, yeah)    , my baby  I'ma drive you crazy (Oh)    emotion       , mute    move          (, ), feel alive (Feel alive, feel alive)       (Ooh) All I want is love (All I want, all I want), love with you (Love with you, love with you) Stop thinkin',    (You)  (Hey, listen to me now) Ayy, you're gonna be my babe Everytime you see me, , deeper, deeper, babe (Hey, listen to me now) A-B-C-D,  How to fall in love,      in my fantasy (My fantasy)     gravity In love, in love (In love) Can't get enough (Oh) Hey,  , you're hypnotized (Yeah)     you and I In love, in love (Ooh) Can't get enough (Hey)  I don't care and I like, yeah (Yeah) A to Z, you're my type, yeah (Shoo) , baby, how to love (How to love)    one by one (One by one) I don't care and I like, yeah (Yeah) A to Z, you're my type, yeah , baby, how to love (, baby, love)    one by one (   one)  Ayy, you're gonna be my babe Everytime you see me, , deeper, deeper, babe A-B-C-D,  How to fall in love,  "
IVE,LOVE DIVE,2022,hyperpop,"LOVE DIVE contains a modern Read More   Ooh, ooh Yeah        (Ooh, ooh)                   Ooh-ooh, ooh-ooh   Ooh-ooh, ooh-ooh    Ooh-ooh, ooh-ooh Yeah, it's so bad (So bad) it's good (It's good)       Narcissistic My God, I love it          ( ,  )   love dive  Ooh-ooh, ooh-ooh La-la, la, la, la-la-la Ooh-ooh, ooh-ooh   love dive Ooh-ooh, ooh-ooh Oh, perfect sacrifice Yeah,   love dive (It's easy)                        Ooh-ooh, ooh-ooh   Ooh-ooh, ooh-ooh 3   Ooh-ooh, ooh-ooh Yeah, it's so bad (So bad) it's good (It's good)     Narcissistic My God, I love it    (Ooh)       ( ,  )   love dive  Ooh-ooh, ooh-ooh La-la, la, la, la-la-la Ooh-ooh, ooh-ooh   love dive Ooh-ooh, ooh-ooh Oh, perfect sacrifice Yeah,   love dive    love dive (Yes, yes) (Yeah)   love dive (Ooh, ooh)   love dive (Yes, yes) (Yeah)   love dive  Ooh-ooh, ooh-ooh La-la, la, la, la-la-la Ooh-ooh, ooh-ooh   love dive Ooh-ooh, ooh-ooh Oh, perfect sacrifice Yeah,   love dive"
BTS,I Need U,2015,hyperpop," Fall (Everything) Fall (Everything) Fall (Everything)  Fall (Everything) Fall (Everything) Fall (Everything)        ()      ( ) ,   ,     ()     ()           ,  ,          But you're my everything (You're my) Everything (You're my) Everything (You're my)   , huh  (I hate you)  (I hate you)   I need you, girl     ? I need you, girl       ?  I need you, girl ( ) I need you, girl ( ) I need you, girl (I need you, girl) I need you, girl (I need you, girl)   It goes round and round,    ? I go down and down,  ,       ()    ()   ,  ,      ?   ( )   ( )     , , ,      (  )    (Ooh)   (Ooh)         ? (Ooh)   ? (Ooh)     ?  I need you, girl     ? I need you, girl       ?  I need you, girl ( ) I need you, girl ( ) I need you, girl (I need you, girl) I need you, girl (I need you, girl)  Girl, ,    Girl, ,   , oh             Oh-oh  I need you, girl (Oh)    (Oh, baby)  ? I need you, girl (?)       ?  I need you, girl ( ) I need you, girl, yeah ( ) I need you, girl (I need you, girl) I need you, girl (I need you, girl, yeah) "
Jung Kook,Somebody,2023,hyperpop,"Same back roads Switching lanes My mind is racing I can drive myself insane Winter's cold And summer's strange Don't turn around And act like you don't feel the same  Oh, oh, we both know Say it again, say it again Like oh, oh, it's time to let go  When you go out in the night You're under the lights Oh, I hoped you'd find somebody Hoped you'd find Somebody to ride, somebody to die Oh, I hoped you'd find somebody I hope you know that somebody ain't me (La-la-la, la-la-la, la-la-la-la) Hope you know that somebody ain't me (La-la-la, la-la-la, la-la-la-la) Hope you know that somebody ain't me (La-la-la, la-la-la, la-la-la-la) Hope you know that somebody ain't me (La-la-la, la-la-la, la-la-la-la) Hope you know that somebody ain't me  Came to terms Things have changed My heart can sense it, I don't need you to explain Pull the cord, split the chain There's so much damage going through the motions makes  Oh, oh, we both know Say it again, say it again Like oh, oh, it's time to let go  When you go out in the night You're under the lights Oh, I hoped you'd find somebody Hoped you'd find Somebody to ride, somebody to die Oh, I hoped you'd find somebody I hope you know that somebody ain't me (La-la-la, la-la-la, la-la-la-la) Hope you know that somebody ain't me (La-la-la, la-la-la, la-la-la-la) Hope you know that somebody ain't me (La-la-la, la-la-la, la-la-la-la) Hope you know that somebody ain't me (La-la-la, la-la-la, la-la-la-la) Hope you know that somebody ain't me  (La-la-la, la-la-la, la-la-la-la) (La-la-la, la-la-la, la-la-la-la) (La-la-la, la-la-la, la-la-la-la) (La-la-la, la-la-la, la-la-la-la)"
BLACKPINK,WHISTLE,2016,hyperpop," Read More   Hey, boy  Make 'em whistle like a missile, bomb, bomb Every time I show up, blow up, uh Make 'em whistle like a missile, bomb, bomb Every time I show up, blow up, uh    ,           , boom-boom 24/365,          , mm-mm  Yeah,     check out              (Uh)        chic, chic  So hot, so hot,      (Uh)                , woah-oh-oh     fire          (Uh) -- (Can you hear that?) ---  (Uh) -- (Can you hear that?) ---  Hold up    , just whistle to my heart        boom, boom  ,  shh Every day, all day,   , zoom, zoom  Uh,   stylin'    darlin'  like a desert island        , boy  checkmate,   win (Uh-huh)            , uh          , woah-oh-oh     fire          (Uh) -- (Can you hear that?) ---  (Uh) -- (Can you hear that?) ---  This beat got me feeling like                Ooh-ooh-ooh, ooh-ooh-ooh, ooh  Make 'em whistle like a missile, bomb, bomb Every time I show up, blow up, uh Make 'em whistle like a missile, bomb, bomb Every time I show up, blow up, uh"
aespa,Savage,2021,hyperpop," Oh my gosh, don't you know I'm a savage?  I'm a killa',          we holler   ,  hit you harder    deep fake on me     fake on me Got everybody, mock up to me         (Ooh-ooh)    , say ""No"" (Yeah, yeah)      savage  dirty  play,           ,     I'm a savage    , oh-oh-oh-oh I'm a savage   , oh-oh-oh-oh-oh  Get me, get me now Get me, get me now (Zu-zu-zu-zu)       savage (Zu-zu-zu-zu) Get me, get me now Get me, get me now (Zu-zu-zu-zu)     now, I'm a savage Gimme, gimme now Gimme, gimme now (Zu-zu-zu-zu)      algorithm (Zu-zu-zu-zu)       (Zu-zu-zu-zu) My  SYNK    savage (Zu-zu-zu-zu)  Mmm, everybody look at me,    ,  I'm lockd up in the glass,      ,       I'm going , game in,    And my      trick We gon , game in,                  savage              , make it, break it I'm a savage    , oh-oh-oh-oh I'm a savage  , oh-oh-oh-oh-oh  Get me, get me now Get me, get me now (Zu-zu-zu-zu)       savage (Zu-zu-zu-zu) Get me, get me now Get me, get me now (Zu-zu-zu-zu)     now, I'm a savage Gimme, gimme now Gimme, gimme now (Zu-zu-zu-zu)      algorithm (Zu-zu-zu-zu)       (Zu-zu-zu-zu) My  SYNK    savage (Zu-zu-zu-zu)        (My nvis, we love you) My victory,  SYNK dive      I know your sacrifices, oh (My nvis, we love you)             Savage Savage (Yeah, eh)  Get me, get me now (Get me now) Get me, get me now (Get me now) (Zu-zu-zu-zu)   (Get me now)   (Get me now, oh-ooh-oh)   savage (Zu-zu-zu-zu) Get me, get me now (Get me now) Get me, get me now (Get me now) (Zu-zu-zu-zu)   (Get me now)   (Get me now) now, I'm a savage (Get me now, get me now) (Yeah, yeah, yeah, yeah) Gimme, gimme now Gimme, gimme now (Zu-zu-zu-zu)      algorithm (Zu-zu-zu-zu) (Give me now, woah)       (Zu-zu-zu-zu) My  SYNK    savage (Zu-zu-zu-zu)  Ha-ha, what?"
NewJeans,Cool With You,2023,hyperpop," You know me like no other    See me like no other (Mm) And I think I like your point of view    I don't care what other people say   Dreaming of each other  You may be on my mind (Mind) Everyday baby, say you're mine (Mine) You and me on my mind (Mind) Everywhere, baby, say you're mine (Mine) It feels  (It feels) Cool with you () Cool with you (Gotta tell me now) Cool with you (It's just) Cool with you (Haha)         What's the best                       You may be on my mind (Mind) Everyday baby, say you're mine (Mine) You and me on my mind Everywhere, baby, say you're mine It feels  Cool with you () Cool with you (Gotta tell me now) Cool with you (It just) Cool with you (Haha) Cool with you (**; You know me like no other) Cool with you (*Gotta tell me now*) Cool with you (It just; See me like no other) Cool with you (Haha)"
BTS,Pied Piper,2017,hyperpop,"BTS depicts themselves as the piper with his flute while their fandom represents the innocent children being lured and Read More               (You can't stop)    (Stop!)                                         ,           paradise Can't close your eyes (Can't close your eyes)     (  )                                  Ooh-ooh-ooh, oh-oh-oh-oh-oh Ooh-ooh-ooh-ooh, oh-oh-oh-oh-oh Ooh-ooh-ooh, oh-oh-oh-oh-oh I'm takin' over you Ooh-ooh-ooh, oh-oh-oh-oh-oh Ooh-ooh-ooh-ooh, oh-oh-oh-oh-oh Ooh-ooh-ooh, oh-oh-oh-oh-oh I'm takin' over you           (Yeah, SUGA)                                   guilty pleasure   , never          paradise Can't close your eyes (Can't close your eyes)     (  )                                    (Ooh-ooh-ooh)     (Ooh-ooh-ooh)           (Ooh-ooh-ooh)    (Ooh-ooh-ooh)           Ooh-ooh-ooh, oh-oh-oh-oh-oh Ooh-ooh-ooh-ooh, oh-oh-oh-oh-oh Ooh-ooh-ooh, oh-oh-oh-oh-oh I'm takin' over you Ooh-ooh-ooh, oh-oh-oh-oh-oh Ooh-ooh-ooh-ooh, oh-oh-oh-oh-oh Ooh-ooh-ooh, oh-oh-oh-oh-oh I'm takin' over you"
Jung Kook,Closer to You (feat. Major Lazer),2023,hyperpop,"Jai limpression de flotter Il y a quelque chose dans lair ce soir Nous parlons avec des motions On ne regardera pas ailleurs Aime moi  mon plus bas Je taimerai quand tu te raccrocheras  peine clairant lobscurit Je peux tre une paule quand tu nes pas forte  Plus proche Plus proche de toi Plus proche Plus proche de toi  Je te prends comme mon dernier souffle Tu ma pris, cest la premir tape Plus proche de la rob en soie Sentant ton treinte chaude Le diable toujours tentant Mais qui va avoir le dernier mot ? On nest pas fait pour se fondre dans la masse Mlangs avec tous tes amis Pousse et attire pour se rapprocher, plus proche  On a ressay Jai dit que je ne mentirai pas Mais jai menti  nouveau Maman ta dit  Ne lui rpond pas  a ne va pas Qui a tort encore ? On est fatigu Recommence encore Ngatif et le positif a nous rend  Plus proches Plus proche de toi Plus proche Plus proche de toi Plus proche Plus proche de toi Plus proche Plus proche de toi"
ENHYPEN,Fatal Trouble,2024,hyperpop," Oh Yeah, yeah  Can't believe,   ( )         (Yeah, yeah)    ()    , who are you?         , baby    ?   ?      ?  Fatal trouble It's getting blurry    Fatal trouble       coming undone  I don't know you (I don't know you)   ( )   ( )    Fatal trouble  memory   story   Fatal trouble  Ah,              I don't know what to do    don't mind,      So now,           Fatal trouble (Oh) It's getting blurry (Oh)    () Fatal trouble    ()   (Ooh)  coming undone  I know, I know you (I know, I know you)    ( )  ()    Fatal trouble        Fatal trouble"
